,id,nota_total,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,n_verbos_e_pronomes_1ps,n_verbos_e_pronomes_1ps_tok,n_pron_dem,n_pron_dem_tok,n_enclises,n_enclises_tok,n_sentencas_mq_70,n_erros_gramatica,n_erros_gramatica_tok,n_erros_ortografia,n_erros_ortografia_tok,n_erros_estilo_num_sent,n_marcadores_discursivos,n_marcadores_discursivos_num_sent,flesch_score,tam_avg_silabas,n_tokens,similaridade_proposta_bertimbau,similaridade_proposta_albertina,similaridade_proposta_bertugues,numero_palavras_diferentes,tam_avg_sentencas_caracteres,variancia_tam_sentencas,n_substantivos,n_adjetivos,n_adverbios,n_conjuncoes,similaridade_direitos_humanos_bertimbau,similaridade_direitos_humanos_albertina,similaridade_direitos_humanos_bertugues,similaridade_tit_1_constituicao_bertimbau,similaridade_tit_1_constituicao_albertina,similaridade_tit_1_constituicao_bertugues
32,33,600,120,120,120,160,80,0,0.0,1,0.00398406374501992,0,0.0,6,1,0.00398406374501992,4,0.01593625498007968,0.3333333333333333,30,5.0,36.8320778748181,2.0480349344978164,251,0.8986525535583496,0.9754812717437744,0.9252443313598633,114,233.16666666666666,9338.966666666667,49,24,23,23,0.8097561001777649,0.9461974501609802,0.8519946932792664,0.7861801385879517,0.9212396144866943,0.8400961756706238
33,34,760,160,160,120,160,160,0,0.0,4,0.008771929824561403,2,0.0043859649122807015,14,1,0.0021929824561403508,2,0.0043859649122807015,0.07142857142857142,61,4.357142857142857,38.95363636363639,2.1363636363636362,456,0.9311439990997314,0.9845215678215027,0.948820948600769,232,179.85714285714286,4354.747252747253,103,41,16,31,0.8751304149627686,0.9639160633087158,0.896476686000824,0.8718249797821045,0.95497727394104,0.8983405232429504
34,35,560,120,120,120,120,80,0,0.0,3,0.011320754716981131,0,0.0,4,5,0.018867924528301886,0,0.0,0.0,35,8.75,24.361006097560995,1.9065040650406504,265,0.8849712014198303,0.9649969935417175,0.9062402248382568,128,364.75,44963.583333333336,42,12,31,22,0.8363284468650818,0.9561447501182556,0.8496747016906738,0.7906890511512756,0.9211733937263489,0.8381587266921997
35,36,320,120,40,40,120,0,0,0.0,6,0.01875,1,0.003125,6,1,0.003125,0,0.0,0.0,34,5.666666666666667,23.942959770114953,2.0724137931034483,320,0.9045958518981934,0.9854130744934082,0.9411334991455078,157,305.0,7022.0,83,25,10,24,0.8512942790985107,0.9576889276504517,0.8740199208259583,0.8204551935195923,0.9412017464637756,0.8729976415634155
36,37,760,160,120,160,160,160,0,0.0,3,0.010638297872340425,0,0.0,8,0,0.0,0,0.0,0.25,27,3.375,30.214081632653098,2.2122448979591836,282,0.9094153046607971,0.9740129113197327,0.9130122065544128,150,202.875,1192.125,74,18,7,18,0.8513739109039307,0.9512233734130859,0.8692718744277954,0.8464440703392029,0.9380853176116943,0.8789401650428772
37,38,320,120,40,80,80,0,2,0.013157894736842105,0,0.0,1,0.006578947368421052,5,3,0.019736842105263157,0,0.0,0.09090909090909091,30,2.727272727272727,50.003745727956286,2.2030075187969924,152,0.8369914889335632,0.9606599807739258,0.8934386372566223,82,80.27272727272727,4069.6181818181817,30,12,9,20,0.8248974084854126,0.9543368816375732,0.8597450256347656,0.8112414479255676,0.93253493309021,0.8637405633926392
38,39,480,120,120,80,80,80,0,0.0,2,0.00558659217877095,2,0.00558659217877095,11,4,0.0111731843575419,2,0.00558659217877095,0.08333333333333333,48,4.0,38.41863095238099,2.168253968253968,358,0.9126904010772705,0.9835066199302673,0.9519509077072144,196,168.25,7231.113636363636,85,22,18,30,0.8617454767227173,0.9730810523033142,0.8985095620155334,0.8508657217025757,0.9553432464599609,0.8891640901565552
39,40,360,120,40,40,120,40,0,0.0,0,0.0,0,0.0,6,1,0.003816793893129771,0,0.0,0.16666666666666666,29,4.833333333333333,22.694194915254265,2.1991525423728815,262,0.8902870416641235,0.9817270040512085,0.9348912835121155,142,249.66666666666666,3011.4666666666667,74,14,14,16,0.8443761467933655,0.9610012769699097,0.881637692451477,0.8246320486068726,0.9434158802032471,0.8736587762832642
40,41,680,120,160,160,120,120,0,0.0,4,0.011661807580174927,0,0.0,10,1,0.0029154518950437317,1,0.0029154518950437317,0.1,46,4.6,23.50675581395351,2.302325581395349,343,0.8671358227729797,0.9688193202018738,0.8740928769111633,179,201.1,9761.655555555555,84,17,12,19,0.8640033006668091,0.9644503593444824,0.8727632761001587,0.8497952222824097,0.9441053867340088,0.8740947246551514
41,42,360,80,80,80,80,40,0,0.0,5,0.02702702702702703,3,0.016216216216216217,6,3,0.016216216216216217,5,0.02702702702702703,0.16666666666666666,27,4.5,66.24252495009983,1.81437125748503,185,0.820315957069397,0.9572653770446777,0.9185711741447449,97,158.83333333333334,4255.766666666666,36,6,17,12,0.7432637810707092,0.937330424785614,0.8264462947845459,0.7079752087593079,0.9037136435508728,0.8119292855262756
42,43,720,160,120,120,160,160,0,0.0,3,0.0075,4,0.01,10,0,0.0,1,0.0025,0.1,45,4.5,25.27487209302327,2.2238372093023258,400,0.9263170957565308,0.9879875183105469,0.9464144110679626,199,230.5,8117.611111111111,100,39,26,15,0.8637886047363281,0.9586548805236816,0.8812294602394104,0.8584810495376587,0.9488911032676697,0.8846606612205505
43,44,320,120,40,40,120,0,2,0.013157894736842105,0,0.0,1,0.006578947368421052,5,3,0.019736842105263157,0,0.0,0.09090909090909091,30,2.727272727272727,50.003745727956286,2.2030075187969924,152,0.8369914889335632,0.9606599807739258,0.8934386372566223,82,80.27272727272727,4069.6181818181817,30,12,9,20,0.8248974084854126,0.9543368816375732,0.8597450256347656,0.8112414479255676,0.93253493309021,0.8637405633926392
44,45,440,160,40,40,160,40,0,0.0,2,0.009345794392523364,1,0.004672897196261682,7,1,0.004672897196261682,0,0.0,0.0,25,3.125,41.92937500000002,2.15625,214,0.919986367225647,0.9856598973274231,0.945862889289856,124,153.625,3207.9821428571427,49,24,9,12,0.8456397652626038,0.9610037803649902,0.8826234340667725,0.8397511839866638,0.9461959600448608,0.8766070008277893
45,46,880,160,200,160,200,160,0,0.0,4,0.008771929824561403,2,0.0043859649122807015,14,1,0.0021929824561403508,2,0.0043859649122807015,0.07142857142857142,61,4.357142857142857,38.95363636363639,2.1363636363636362,456,0.9311439990997314,0.9845215678215027,0.948820948600769,232,179.85714285714286,4354.747252747253,103,41,16,31,0.8751304149627686,0.9639160633087158,0.896476686000824,0.8718249797821045,0.95497727394104,0.8983405232429504
46,47,800,160,160,160,160,160,0,0.0,5,0.019157088122605363,1,0.0038314176245210726,9,1,0.0038314176245210726,1,0.0038314176245210726,0.0,32,3.5555555555555554,39.060993117010845,2.1769911504424777,261,0.8618760108947754,0.9702027440071106,0.8896510601043701,144,162.33333333333334,3702.75,58,19,8,14,0.846621572971344,0.9611049294471741,0.8678795099258423,0.8386818170547485,0.9482386708259583,0.8794144988059998
47,48,840,160,200,160,160,160,0,0.0,4,0.012738853503184714,0,0.0,10,0,0.0,0,0.0,0.0,37,3.7,24.493415492957762,2.3098591549295775,314,0.894460916519165,0.9755958914756775,0.9027081727981567,184,190.2,5373.066666666667,77,31,13,19,0.8651362061500549,0.9524900317192078,0.8671249151229858,0.8481617569923401,0.9391405582427979,0.8746626377105713
48,49,320,80,80,40,40,80,0,0.0,1,0.00398406374501992,0,0.0,6,1,0.00398406374501992,4,0.01593625498007968,0.3333333333333333,30,5.0,36.8320778748181,2.0480349344978164,251,0.8986525535583496,0.9754812717437744,0.9252443313598633,114,233.16666666666666,9338.966666666667,49,24,23,23,0.8097561001777649,0.9461974501609802,0.8519946932792664,0.7861801385879517,0.9212396144866943,0.8400961756706238
49,50,880,160,160,200,160,200,0,0.0,2,0.005194805194805195,0,0.0,13,0,0.0,1,0.0025974025974025974,0.0,45,3.4615384615384617,25.505035394053827,2.334355828220859,385,0.875637412071228,0.9746487736701965,0.8958550095558167,208,172.6153846153846,4403.089743589743,85,28,14,24,0.8473679423332214,0.947933554649353,0.8751588463783264,0.8549870252609253,0.9423823952674866,0.8930978775024414
50,51,200,40,40,40,40,40,0,0.0,1,0.0058823529411764705,1,0.0058823529411764705,6,0,0.0,0,0.0,0.0,26,2.6,66.2022167832168,1.986013986013986,170,0.9013347029685974,0.9776599407196045,0.9299939274787903,103,84.9,1227.4333333333334,37,9,6,14,0.8491325974464417,0.9642812013626099,0.864651083946228,0.824911892414093,0.9406606554985046,0.8590769171714783
51,52,680,160,200,120,120,80,0,0.0,2,0.00516795865633075,1,0.002583979328165375,11,0,0.0,0,0.0,0.15384615384615385,43,3.3076923076923075,37.07950928381966,2.17816091954023,387,0.8907082080841064,0.9785544276237488,0.8978629112243652,182,171.69230769230768,9448.064102564103,97,32,19,17,0.856763482093811,0.9568797945976257,0.8907498717308044,0.8430520296096802,0.9425272941589355,0.8880509734153748
52,53,680,120,160,160,160,80,0,0.0,3,0.010344827586206896,1,0.0034482758620689655,9,2,0.006896551724137931,4,0.013793103448275862,0.1,31,3.1,37.841214285714294,2.1904761904761907,290,0.927619993686676,0.9863022565841675,0.9580114483833313,167,162.7,3089.3444444444444,60,22,8,17,0.8671139478683472,0.9660069346427917,0.8834530115127563,0.8648527264595032,0.9563511610031128,0.8944495916366577
53,54,480,120,120,80,120,40,1,0.004524886877828055,1,0.004524886877828055,0,0.0,5,1,0.004524886877828055,5,0.02262443438914027,0.6,26,5.2,30.631985074626904,2.0945273631840795,221,0.852053701877594,0.9613352417945862,0.8748616576194763,126,245.0,243.5,48,11,17,19,0.8018251657485962,0.9465415477752686,0.8428170084953308,0.7814207673072815,0.9210537075996399,0.8436681628227234
54,55,560,120,120,80,120,120,5,0.024509803921568627,3,0.014705882352941176,0,0.0,6,1,0.004901960784313725,8,0.0392156862745098,0.0,25,3.5714285714285716,54.17467032967035,1.989010989010989,204,0.8512991666793823,0.961033821105957,0.8777440786361694,106,154.0,3820.6666666666665,42,9,28,18,0.8079220652580261,0.950326144695282,0.8481763601303101,0.7756162285804749,0.923765242099762,0.8400952816009521
55,56,640,160,120,160,120,80,0,0.0,4,0.011869436201780416,1,0.002967359050445104,8,5,0.01483679525222552,0,0.0,0.15384615384615385,49,3.769230769230769,45.99178884873517,2.120805369127517,337,0.9174607396125793,0.9852656722068787,0.9417204856872559,181,145.46153846153845,17946.602564102563,70,26,26,22,0.8623092770576477,0.9682607054710388,0.8820897340774536,0.8342370986938477,0.9477571845054626,0.8812524080276489
56,57,400,80,80,80,80,80,0,0.0,1,0.002173913043478261,2,0.004347826086956522,14,2,0.004347826086956522,0,0.0,0.0,49,3.5,39.12704545454547,2.1454545454545455,460,0.9547688961029053,0.9901318550109863,0.9644715189933777,206,176.85714285714286,8235.362637362638,99,36,25,31,0.8686529994010925,0.9597601890563965,0.8850532174110413,0.8606323003768921,0.9467757344245911,0.8849987983703613
57,58,680,160,120,120,160,120,0,0.0,0,0.0,0,0.0,8,0,0.0,0,0.0,0.0,26,2.888888888888889,33.638873873873905,2.2477477477477477,253,0.8903780579566956,0.9728096723556519,0.9017930030822754,126,161.55555555555554,8374.277777777777,74,16,13,15,0.8475671410560608,0.9563446640968323,0.8762868046760559,0.841238260269165,0.9453631639480591,0.8858757615089417
58,59,640,120,120,120,120,160,0,0.0,0,0.0,0,0.0,8,0,0.0,0,0.0,0.0,26,2.888888888888889,33.638873873873905,2.2477477477477477,253,0.8903780579566956,0.9728096723556519,0.9017930030822754,126,161.55555555555554,8374.277777777777,74,16,13,15,0.8475671410560608,0.9563446640968323,0.8762868046760559,0.841238260269165,0.9453631639480591,0.8858757615089417
59,60,720,120,160,160,120,160,0,0.0,0,0.0,0,0.0,6,0,0.0,0,0.0,0.0,27,4.5,26.300451807228946,2.1325301204819276,276,0.9521595239639282,0.9877128005027771,0.9509205222129822,152,257.5,8627.9,65,25,6,18,0.8963925242424011,0.967540442943573,0.8969154953956604,0.89197838306427,0.9548579454421997,0.9126384854316711
60,61,680,160,120,120,120,160,0,0.0,2,0.008032128514056224,1,0.004016064257028112,7,1,0.004016064257028112,0,0.0,0.125,32,4.0,25.100208333333377,2.310185185185185,249,0.8732485175132751,0.973132848739624,0.8859913349151611,143,187.5,6724.857142857143,56,31,13,7,0.8196765780448914,0.9503105878829956,0.8478574156761169,0.8024056553840637,0.9362398386001587,0.8468928337097168
61,62,760,160,200,120,120,160,0,0.0,1,0.0038461538461538464,4,0.015384615384615385,10,2,0.007692307692307693,0,0.0,0.1,33,3.3,31.3529349775785,2.295964125560538,260,0.8773724436759949,0.974389374256134,0.8949261903762817,158,154.0,3040.6666666666665,52,25,17,14,0.8511789441108704,0.9552377462387085,0.8724762201309204,0.8484227061271667,0.9459697604179382,0.8849438428878784
62,63,400,80,80,80,80,80,0,0.0,3,0.009966777408637873,4,0.013289036544850499,7,5,0.016611295681063124,3,0.009966777408637873,0.14285714285714285,40,5.714285714285714,19.204022556391017,2.2481203007518795,301,0.8285958766937256,0.968893826007843,0.8812792301177979,164,260.85714285714283,10435.47619047619,70,23,16,23,0.8034854531288147,0.95590740442276,0.8491283059120178,0.7967737317085266,0.9389531016349792,0.8601493835449219
63,64,640,160,120,120,120,120,0,0.0,0,0.0,0,0.0,7,0,0.0,1,0.005376344086021506,0.14285714285714285,19,2.7142857142857144,40.275843373494006,2.180722891566265,186,0.8981887698173523,0.9811325669288635,0.9006662368774414,115,150.28571428571428,2337.904761904762,48,15,10,12,0.8381496071815491,0.9568619728088379,0.8655311465263367,0.8282870054244995,0.9417823553085327,0.8701558113098145
64,65,720,160,80,160,160,160,0,0.0,5,0.010309278350515464,3,0.006185567010309278,12,1,0.002061855670103093,2,0.004123711340206186,0.14285714285714285,53,3.7857142857142856,22.72377697841729,2.3093525179856114,485,0.9066612720489502,0.9757651090621948,0.9273257851600647,243,200.92857142857142,15118.37912087912,109,36,18,28,0.8828853964805603,0.9674410223960876,0.8990381360054016,0.881056547164917,0.956438422203064,0.9048711657524109
65,66,600,120,120,120,120,120,0,0.0,7,0.025830258302583026,1,0.0036900369003690036,5,0,0.0,1,0.0036900369003690036,0.2,28,5.6,32.61522406639007,1.9751037344398341,271,0.8697545528411865,0.9730272889137268,0.9238397479057312,135,285.2,18786.2,52,10,15,25,0.8095502853393555,0.9580804705619812,0.8446456789970398,0.7843084335327148,0.9285812377929688,0.8477572798728943
